"","time","bbb_behavior","gpw_behavior","gwb_behavior","wwr_behavior","ybr_behavior","ygr_behavior","ywr_behavior","yyr_behavior","yyw_behavior"
"242",242,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"243",243,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"244",244,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"245",245,"Brood Care","Exploring","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"246",246,"Brood Care","Exploring","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"247",247,"Brood Care","Exploring","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"248",248,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"249",249,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"250",250,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"251",251,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"252",252,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"253",253,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"254",254,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"255",255,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"256",256,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"257",257,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"258",258,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"259",259,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"260",260,"Brood Care","Exploring","Food Processing","Food Processing","Exploring","Resting","Exploring","Brood Care","Resting"
"261",261,"Brood Care","Exploring","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"262",262,"Brood Care","Exploring","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"263",263,"Brood Care","Exploring","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"264",264,"Brood Care","Exploring","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"265",265,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"266",266,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"267",267,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"268",268,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"269",269,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"270",270,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"271",271,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"272",272,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"273",273,"Brood Care","Exploring","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"274",274,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"275",275,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"276",276,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"277",277,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"278",278,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"279",279,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"280",280,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"281",281,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"282",282,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"283",283,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"284",284,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"285",285,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"286",286,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"287",287,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"288",288,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"289",289,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"290",290,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"291",291,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"292",292,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"293",293,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"294",294,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"295",295,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"296",296,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"297",297,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"298",298,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"299",299,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"300",300,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"301",301,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"302",302,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"303",303,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"304",304,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"305",305,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"306",306,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"307",307,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"308",308,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"309",309,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"310",310,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"311",311,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"312",312,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"313",313,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"314",314,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"315",315,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"316",316,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Resting","Brood Care","Resting"
"317",317,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"318",318,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"319",319,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"320",320,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"321",321,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"322",322,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"323",323,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"324",324,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Exploring","Brood Care","Resting"
"325",325,"Brood Care","Resting","Food Processing","Food Processing","Grooming","Resting","Food Processing","Brood Care","Resting"
"326",326,"Brood Care","Resting","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Brood Care","Resting"
"327",327,"Brood Care","Resting","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Brood Care","Resting"
"328",328,"Brood Care","Resting","Food Processing","Food Processing","Antennating Nestmate","Resting","Food Processing","Brood Care","Resting"
"329",329,"Brood Care","Resting","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"330",330,"Brood Care","Resting","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"331",331,"Brood Care","Resting","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"332",332,"Brood Care","Resting","Food Processing","Food Processing","Antennating Nestmate","Resting","Exploring","Brood Care","Resting"
"333",333,"Brood Care","Resting","Food Processing","Food Processing","Resting","Resting","Exploring","Brood Care","Resting"
